SR_Number,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-740683101,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,POLAND,836.614,252.618,44578.624,Friday,11,6,0,3,0,0,0,2,0,0,0,0,0,1586.765
1-740683101,Accepted,Wait,V3_2,Org line C,G97,Low,PROD698,pl,POLAND,836.617,0.003,44578.627,Friday,12,6,0,3,0,0,0,2,0,0,0,0,0,1586.765
1-740683101,Completed,Resolved,V3_2,Org line C,G97,Low,PROD698,pl,POLAND,925.936,89.319,44667.946,Friday,12,6,0,3,0,0,0,3,0,0,0,0,0,1586.765
1-740683221,Queued,Awaiting Assignment,V3_2,Org line C,N40,Medium,PROD321,us,USA,0.0,0.0,43748.86,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,23.661
1-740683221,Accepted,In Progress,V3_2,Org line C,N40,Medium,PROD321,us,USA,2.767,2.767,43751.627,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,23.661
1-740683221,Accepted,Wait - User,V3_2,Org line C,N40,Medium,PROD321,us,USA,2.896,0.129,43751.756,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,23.661
1-740683221,Completed,Resolved,V3_2,Org line C,N40,Medium,PROD321,us,USA,5.402,2.506,43754.262,Friday,1,1,0,0,0,1,0,0,0,0,0,0,0,23.661
1-740683341,Queued,Awaiting Assignment,V3_2,Org line C,N40,Medium,PROD694,pl,USA,0.0,0.0,43766.811,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,351.589
1-740683341,Accepted,In Progress,V3_2,Org line C,N40,Medium,PROD694,pl,USA,0.71,0.71,43767.521,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,351.589
1-740683341,Accepted,In Progress,V3_2,Org line C,N40,Medium,PROD694,pl,USA,0.745,0.035,43767.556,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,351.589
1-740683341,Queued,Awaiting Assignment,A2_2,Org line A2,M15 2nd,Medium,PROD694,pl,USA,0.759,0.014,43767.57,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,351.589
1-740683341,Accepted,In Progress,A2_2,Org line A2,M15 2nd,Medium,PROD694,pl,China,205.186,204.427,43971.997,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,351.589
1-740683341,Accepted,Wait - User,A2_2,Org line A2,M15 2nd,Medium,PROD694,pl,China,205.329,0.143,43972.14,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,351.589
1-740683341,Completed,Resolved,A2_2,Org line A2,M15 2nd,Medium,PROD694,pl,China,293.42,88.091,44060.231,Friday,3,2,0,0,0,1,0,0,0,0,0,0,0,351.589
1-740684600,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD318,be,Belgium,0.0,0.0,43740.469,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD318,be,Belgium,0.022,0.022,43740.491,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD318,be,Belgium,0.462,0.44,43740.931,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD318,be,Brazil,1.08,0.618,43741.549,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD318,be,Brazil,2.316,1.236,43742.785,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD318,be,Belgium,2.339,0.023,43742.808,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Accepted,Assigned,A2_1,Org line C,D5,Medium,PROD318,be,Belgium,2.351,0.012,43742.82,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD318,be,Belgium,3.159,0.808,43743.628,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,118.484
1-740684600,Completed,Resolved,A2_1,Org line C,D5,Medium,PROD318,be,Belgium,73.86,70.701,43814.329,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,118.484
1-740684725,Accepted,In Progress,missing,Org line C,N15 2nd,Low,PROD738,ca,Canada,0.0,0.0,43740.906,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,637.102
1-740684725,Accepted,In Progress,missing,Org line C,N15 2nd,Low,PROD738,ca,Canada,0.027,0.027,43740.933,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,637.102
1-740684725,Accepted,Assigned,missing,Org line C,N15 2nd,Low,PROD738,ca,Canada,0.056,0.029,43740.962,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,637.102
1-740684725,Accepted,In Progress,missing,Org line C,N15 2nd,Low,PROD738,ca,Canada,0.886,0.83,43741.792,Friday,2,0,0,1,0,0,0,0,0,0,0,0,0,637.102
1-740684725,Completed,Resolved,missing,Org line C,N15 2nd,Low,PROD738,ca,Canada,0.908,0.022,43741.814,Friday,3,0,0,1,0,0,0,0,0,0,0,0,0,637.102
1-740686915,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,0.0,0.0,43737.971,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,899.586
1-740686915,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,0.016,0.016,43737.987,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,899.586
1-740686915,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,1.145,1.129,43739.116,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,899.586
1-740686915,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,1.185,0.04,43739.156,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,899.586
1-740686915,Accepted,Wait - Vendor,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,1.189,0.004,43739.16,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,899.586
1-740686915,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,5.865,4.676,43743.836,Friday,3,1,0,0,0,0,0,0,1,0,0,0,0,899.586
1-740686915,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,6.195,0.33,43744.166,Friday,4,1,0,0,0,0,0,0,1,0,0,0,0,899.586
1-740686915,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,243.506,237.311,43981.477,Friday,4,1,1,0,0,0,0,0,1,0,0,0,0,899.586
1-740686915,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,243.516,0.01,43981.487,Friday,5,1,1,0,0,0,0,0,1,0,0,0,0,899.586
1-740686915,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,243.687,0.171,43981.658,Friday,5,2,1,0,0,0,0,0,1,0,0,0,0,899.586
1-740686915,Queued,Awaiting Assignment,E_10,Org line C,G143 2nd,Medium,PROD453,se,Sweden,243.972,0.285,43981.943,Friday,6,2,1,0,0,0,0,0,1,0,0,0,0,899.586
1-740686915,Accepted,In Progress,E_10,Org line C,G143 2nd,Medium,PROD453,se,Sweden,247.867,3.895,43985.838,Friday,6,3,1,0,0,0,0,0,1,0,0,0,0,899.586
1-740686915,Completed,Resolved,E_10,Org line C,G143 2nd,Medium,PROD453,se,Sweden,249.682,1.815,43987.653,Friday,7,3,1,0,0,0,0,0,1,0,0,0,0,899.586
1-740687864,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD627,se,Sweden,0.0,0.0,43742.473,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742
1-740687864,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD627,se,Sweden,0.055,0.055,43742.528,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1.742
1-740692929,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.0,0.0,43738.518,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,639.502
1-740692929,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.087,0.087,43738.605,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,639.502
1-740692929,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD544,se,Sweden,0.709,0.622,43739.227,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,639.502
1-740693037,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43739.336,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,638.68
1-740693037,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.005,0.005,43739.341,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,638.68
1-740693037,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.215,0.21,43739.551,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,638.68
1-740693091,Accepted,In Progress,A2_4,Org line A2,V32 2nd,Low,PROD351,fr,France,0.0,0.0,43738.604,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,639.415
1-740693091,Accepted,In Progress,A2_4,Org line A2,V32 2nd,Low,PROD351,fr,France,0.691,0.691,43739.295,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,639.415
1-740693091,Completed,Resolved,A2_4,Org line A2,V32 2nd,Low,PROD351,fr,France,2.576,1.885,43741.18,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,639.415
1-740693170,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,0.0,0.0,43741.051,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,31.482
1-740693170,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,0.091,0.091,43741.142,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,31.482
1-740693170,Accepted,Wait,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,0.342,0.251,43741.393,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,31.482
1-740693170,Accepted,Wait - User,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,5.311,4.969,43746.362,Friday,2,0,0,0,0,0,0,1,0,0,0,0,0,31.482
1-740693170,Completed,Resolved,A2_1,Org line B,D3,Medium,PROD126,br,Brazil,14.098,8.787,43755.149,Friday,2,0,0,0,0,1,0,1,0,0,0,0,0,31.482
1-740693604,Accepted,In Progress,A2_2,Org line A2,M15 2nd,Low,PROD690,pl,China,0.0,0.0,43741.133,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,896.419
1-740693604,Accepted,In Progress,A2_2,Org line A2,M15 2nd,Low,PROD690,pl,China,0.1,0.1,43741.233,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,896.419
1-740693604,Queued,Awaiting Assignment,A2_2,Org line A2,M16 3rd,Low,PROD690,pl,China,0.585,0.485,43741.718,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,896.419
1-740693604,Accepted,In Progress,A2_2,Org line A2,M16 3rd,Low,PROD690,pl,China,0.603,0.018,43741.736,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,896.419
1-740693604,Accepted,Assigned,A2_2,Org line A2,M16 3rd,Low,PROD690,pl,China,0.611,0.008,43741.744,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,896.419
1-740693604,Accepted,In Progress,A2_2,Org line A2,M16 3rd,Low,PROD690,pl,China,234.233,233.622,43975.366,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,896.419
1-740693604,Completed,Resolved,A2_2,Org line A2,M16 3rd,Low,PROD690,pl,China,235.594,1.361,43976.727,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,896.419
1-740696062,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD273,SE,Sweden,0.0,0.0,43739.093,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,898.462
1-740696062,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD273,SE,Sweden,0.062,0.062,43739.155,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,898.462
1-740696062,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD273,SE,Sweden,0.419,0.357,43739.512,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,898.462
1-740696062,Accepted,In Progress,E_10,Org line C,G146 2nd,Medium,PROD273,SE,Sweden,1.348,0.929,43740.441,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,898.462
1-740696062,Queued,Awaiting Assignment,missing,Other,C1,Medium,PROD273,SE,Sweden,1.429,0.081,43740.522,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,898.462
1-740696062,Accepted,In Progress,missing,Other,C1,Medium,PROD273,SE,Sweden,2.268,0.839,43741.361,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,898.462
1-740696062,Completed,Resolved,missing,Other,C1,Medium,PROD273,SE,Sweden,243.431,241.163,43982.524,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,898.462
1-740698487,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD815,pl,POLAND,0.0,0.0,43741.11,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,31.423
1-740698487,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD815,pl,POLAND,0.512,0.512,43741.622,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,31.423
1-740698487,Completed,In Call,V3_2,Org line C,G96,Low,PROD815,pl,POLAND,0.783,0.271,43741.893,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,31.423
1-740698487,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD815,pl,POLAND,1.114,0.331,43742.224,Friday,2,0,0,0,0,0,0,0,0,1,0,0,0,31.423
1-740698487,Completed,Resolved,V3_2,Org line C,G96,Low,PROD815,pl,POLAND,1.148,0.034,43742.258,Friday,3,0,0,0,0,0,0,0,0,1,0,0,0,31.423
1-740703291,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,0.0,0.0,43741.058,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,0.047,0.047,43741.105,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Queued,Awaiting Assignment,missing,Org line B,B10 2nd,Medium,PROD305,cn,INDIA,0.576,0.529,43741.634,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Accepted,In Progress,missing,Org line B,B10 2nd,Medium,PROD305,cn,INDIA,81.174,80.598,43822.232,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Queued,Awaiting Assignment,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,347.73,266.556,44088.788,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,349.739,2.009,44090.797,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Queued,Awaiting Assignment,missing,Org line B,B10 2nd,Medium,PROD305,cn,INDIA,349.909,0.17,44090.967,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Accepted,In Progress,missing,Org line B,B10 2nd,Medium,PROD305,cn,INDIA,404.207,54.298,44145.265,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Queued,Awaiting Assignment,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,404.325,0.118,44145.383,Friday,5,3,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,411.314,6.989,44152.372,Friday,5,4,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Accepted,Wait,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,411.382,0.068,44152.44,Friday,6,4,0,0,0,0,0,0,0,0,0,0,0,463.859
1-740703291,Completed,Resolved,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA,411.402,0.02,44152.46,Friday,6,4,0,0,0,0,0,1,0,0,0,0,0,463.859
1-740703451,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43741.827,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.337,0.337,43742.164,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,376.595
1-740703451,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,0.952,0.615,43742.779,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,1.131,0.179,43742.958,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,Wait - User,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,232.117,230.986,43973.944,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,376.595
1-740703451,Completed,Resolved,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,240.226,8.109,43982.053,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,Assigned,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,259.959,19.733,44001.786,Friday,3,1,1,0,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,260.353,0.394,44002.18,Friday,3,1,1,1,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,260.371,0.018,44002.198,Friday,4,1,1,1,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,260.372,0.001,44002.199,Friday,4,2,1,1,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,260.534,0.162,44002.361,Friday,4,3,1,1,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,Assigned,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,261.175,0.641,44003.002,Friday,5,3,1,1,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden,263.367,2.192,44005.194,Friday,5,3,1,2,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Queued,Awaiting Assignment,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,263.517,0.15,44005.344,Friday,6,3,1,2,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,263.549,0.032,44005.376,Friday,6,4,1,2,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,Assigned,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,263.555,0.006,44005.382,Friday,7,4,1,2,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,263.898,0.343,44005.725,Friday,7,4,1,3,0,1,0,0,0,0,0,0,0,376.595
1-740703451,Completed,Resolved,E_10,Org line C,G140 2nd,Medium,PROD660,se,Sweden,319.523,55.625,44061.35,Friday,8,4,1,3,0,1,0,0,0,0,0,0,0,376.595
1-740703544,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD793,in,POLAND,0.0,0.0,43742.283,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD793,in,POLAND,0.015,0.015,43742.298,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,895.267
1-740703544,Queued,Awaiting Assignment,E_5,Org line C,G92,Low,PROD793,in,POLAND,0.987,0.972,43743.27,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,895.267
1-740703544,Queued,Awaiting Assignment,E_5,Org line C,G92,Low,PROD793,in,POLAND,0.988,0.001,43743.271,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,In Progress,E_5,Org line C,G92,Low,PROD793,in,INDIA,5.727,4.739,43748.01,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,Wait - User,E_5,Org line C,G92,Low,PROD793,in,INDIA,6.115,0.388,43748.398,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,Assigned,E_5,Org line C,G92,Low,PROD793,in,INDIA,8.794,2.679,43751.077,Friday,3,2,0,0,0,1,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,In Progress,E_5,Org line C,G92,Low,PROD793,in,INDIA,15.772,6.978,43758.055,Friday,3,2,0,1,0,1,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,Wait - User,E_5,Org line C,G92,Low,PROD793,in,INDIA,15.902,0.13,43758.185,Friday,4,2,0,1,0,1,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,Assigned,E_5,Org line C,G92,Low,PROD793,in,INDIA,211.29,195.388,43953.573,Friday,4,2,0,1,0,2,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,In Progress,E_5,Org line C,G92,Low,PROD793,in,INDIA,243.866,32.576,43986.149,Friday,4,2,0,2,0,2,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,Assigned,E_5,Org line C,G92,Low,PROD793,in,INDIA,243.905,0.039,43986.188,Friday,5,2,0,2,0,2,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,In Progress,E_5,Org line C,G92,Low,PROD793,in,INDIA,262.435,18.53,44004.718,Friday,5,2,0,3,0,2,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,Wait - User,E_5,Org line C,G92,Low,PROD793,in,INDIA,262.445,0.01,44004.728,Friday,6,2,0,3,0,2,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,Assigned,E_5,Org line C,G92,Low,PROD793,in,INDIA,270.175,7.73,44012.458,Friday,6,2,0,3,0,3,0,0,0,0,0,0,0,895.267
1-740703544,Accepted,In Progress,E_5,Org line C,G92,Low,PROD793,in,INDIA,288.573,18.398,44030.856,Friday,6,2,0,4,0,3,0,0,0,0,0,0,0,895.267
1-740703544,Completed,Resolved,E_5,Org line C,G92,Low,PROD793,in,INDIA,288.66,0.087,44030.943,Friday,7,2,0,4,0,3,0,0,0,0,0,0,0,895.267
1-740703747,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,in,POLAND,0.0,0.0,43743.626,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,in,POLAND,0.005,0.005,43743.631,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,in,POLAND,1.74,1.735,43745.366,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,in,POLAND,1.745,0.005,43745.371,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,in,POLAND,1.77,0.025,43745.396,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,2.583,0.813,43746.209,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Accepted,Assigned,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,3.198,0.615,43746.824,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,3.709,0.511,43747.335,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Accepted,Wait - User,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,3.75,0.041,43747.376,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,288.336
1-740703747,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,256.935,253.185,44000.561,Friday,5,2,0,1,0,1,0,0,0,0,0,0,0,288.336
1-740703747,Completed,Resolved,E_10,Org line B,G230 2nd,Low,PROD424,in,INDIA,257.157,0.222,44000.783,Friday,6,2,0,1,0,1,0,0,0,0,0,0,0,288.336
1-740703867,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD348,us,POLAND,0.0,0.0,43744.45,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,893.097
1-740703867,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD348,us,POLAND,0.414,0.414,43744.864,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,893.097
1-740703867,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD348,us,POLAND,0.945,0.531,43745.395,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,893.097
1-740703867,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD348,us,POLAND,0.967,0.022,43745.417,Friday,3,0,0,0,0,0,0,0,0,0,0,0,0,893.097
1-740703867,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD348,us,INDIA,1.069,0.102,43745.519,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,893.097
1-740703867,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD348,us,INDIA,85.444,84.375,43829.894,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,893.097
1-740703867,Accepted,In Progress,E_4,Org line C,G88 2nd,Medium,PROD348,us,Sweden,247.781,162.337,43992.231,Friday,4,1,0,0,0,1,0,0,0,0,0,0,0,893.097
1-740703867,Completed,Resolved,E_4,Org line C,G88 2nd,Medium,PROD348,us,Sweden,260.426,12.645,44004.876,Friday,5,1,0,0,0,1,0,0,0,0,0,0,0,893.097
1-740715079,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43743.597,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136
1-740715079,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.099,0.099,43743.696,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.136
1-740715559,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43744.306,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502
1-740715559,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.031,0.031,43744.337,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0.502
1-740715573,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,43743.662,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923
